seller_id,baseline_volume,recent_volume,baseline_review,recent_review,baseline_delay,recent_delay,baseline_rate,recent_rate,volume_decay,review_decay,delay_surge,SFI,future_orders,is_inactive
1a3df491d1c4f1589fc2b934ada68bf2,118,31.0,4.093220338983051,4.483870967741935,3.8959722222222224,3.1788078703703704,13.11111111111111,10.333333333333334,0.2118644067796609,0.0,0.0,0.0635593220338982,18.0,0
1acde099eb406aa220b1169b188b42da,9,0.0,4.222222222222222,,1.841574074074074,,1.0,0.0,1.0,0.0,0.0,0.3,0.0,1
1b1ae47a313a825a7ccceb8e2e30fa9d,7,1.0,4.571428571428571,5.0,0.9197337962962964,1.1658564814814816,0.7777777777777778,0.3333333333333333,0.5714285714285715,0.0,0.2676020889699869,0.2784694070165662,3.0,0
1b4c3a6f53068f0b6944d2d005c9fc89,55,12.0,4.37037037037037,3.8333333333333335,1.8317476851851853,2.3213310185185185,6.111111111111111,4.0,0.3454545454545454,0.1228813559322033,0.2672766218256951,0.2474114191463027,29.0,0
1b8356dabde1d35e17cef975c3f82730,49,0.0,4.122448979591836,,1.395625,,5.444444444444445,0.0,1.0,0.0,0.0,0.3,0.0,1
1b8b75e227c9a9c100d0c210fb6176ce,12,0.0,2.833333333333333,,9.372881944444444,,1.3333333333333333,0.0,1.0,0.0,0.0,0.3,0.0,1
1b938a7ec6ac5061a66a3766e0e75f90,15,8.0,4.466666666666667,4.25,2.275358796296296,1.2824016203703703,1.6666666666666667,2.6666666666666665,0.0,0.0485074626865671,0.0,0.0145522388059701,7.0,0
1bb2bdb95f4841f1bba2c0d2cd83d3c9,17,32.0,4.588235294117647,4.59375,5.543807870370371,4.3735532407407405,1.8888888888888888,10.666666666666666,0.0,0.0,0.0,0.0,30.0,0
1c129092bf23f28a5930387c980c0dfc,86,74.0,4.317647058823529,4.094594594594595,4.048489583333334,3.8579340277777776,9.555555555555555,24.666666666666668,0.0,0.051660652478091,0.0,0.0154981957434273,41.0,0
1c5e4e49b9079480255b49d50aac1aa9,7,0.0,4.714285714285714,,2.756990740740741,,0.7777777777777778,0.0,1.0,0.0,0.0,0.3,4.0,0
1c68394e931a64f90ea236c5ea590300,47,62.0,4.25531914893617,3.629032258064516,3.2419444444444445,6.200144675925926,5.222222222222222,20.666666666666668,0.0,0.1471774193548387,0.9124771513437864,0.4091440863439662,33.0,0
1ca7077d890b907f89be8c954a02686a,53,60.0,3.037735849056604,1.6271186440677967,5.346967592592593,6.229652777777778,5.888888888888889,20.0,0.0,0.4643646699652595,0.1650814540952166,0.2053419826276644,2.0,0
1caf283236cd69af44cbc09a0a1e7d32,21,2.0,4.571428571428571,3.0,1.9622916666666668,2.6655266203703705,2.333333333333333,0.6666666666666666,0.7142857142857144,0.3437499999999999,0.3583743261256797,0.4607604447359862,10.0,0
1ce3ae5a399804d1a87e706f8a813c3e,14,12.0,4.214285714285714,3.583333333333333,2.0624826388888886,2.006828703703704,1.5555555555555556,4.0,0.0,0.1497175141242937,0.0,0.0449152542372881,14.0,0
1d8dbc4f32378d715c717c1c1fc57bae,58,25.0,4.0701754385964914,3.9583333333333335,4.484010416666667,1.9564930555555555,6.444444444444445,8.333333333333334,0.0,0.027478448275862,0.0,0.0082435344827586,8.0,0
1da366cade6d8276e7d8beea7af5d4bf,16,0.0,4.066666666666666,,3.3130266203703704,,1.7777777777777777,0.0,1.0,0.0,0.0,0.3,0.0,1
1da3aeb70d7989d1e6d9b0e887f97c23,121,48.0,4.218487394957983,4.0,1.6500115740740742,1.437523148148148,13.444444444444445,16.0,0.0,0.0517928286852589,0.0,0.0155378486055776,94.0,0
1dcfa3835714681d4ba4a93bc1e0fd41,12,0.0,4.2727272727272725,,4.898142361111111,,1.3333333333333333,0.0,1.0,0.0,0.0,0.3,1.0,0
1dd33b8119b3cb1056ed5dc88cd0aaf4,5,3.0,3.2,4.666666666666667,1.345023148148148,2.4222800925925925,0.5555555555555556,1.0,0.0,0.0,0.8009207469236727,0.3203682987694691,0.0,1
1dfe5347016252a7884b694d4f10f5c4,16,3.0,3.533333333333333,3.333333333333333,2.587013888888889,2.814247685185185,1.7777777777777777,1.0,0.4374999999999999,0.0566037735849055,0.087836326380873,0.1833656626278208,2.0,0
